p_dgp,n,ar_fit_failures_total,dm_pvalue_median,mse_ar_mean,mse_ar_std,mse_timesfm_mean,mse_timesfm_std,mse_diff_timesfm_minus_ar,better_mse_model,coverage20%_ar,coverage40%_ar,coverage60%_ar,coverage80%_ar,coverage20%_timesfm,coverage40%_timesfm,coverage60%_timesfm,coverage80%_timesfm,width20%_ar,width40%_ar,width60%_ar,width80%_ar,width20%_timesfm,width40%_timesfm,width60%_timesfm,width80%_timesfm
5,5,0,0.021715679041267894,0.9909755868445499,0.09700661581677507,1.0599947460341008,0.11507812510365573,0.06901915918955093,AR,0.20888888888888885,0.38722222222222225,0.605,0.7994444444444444,0.21222222222222223,0.40888888888888886,0.6116666666666667,0.8222222222222223,0.508035687503505,1.05157774335401,1.6876988792193703,2.5698889887193777,0.5479339668835099,1.107003215742815,1.814511364555866,2.8447990120616224
