p_dgp,band,width_ar,width_timesfm,width_diff_timesfm_minus_ar,narrower_model
5,20%,0.508035687503505,0.5479339668835099,0.0398982793800049,AR
5,40%,1.05157774335401,1.107003215742815,0.0554254723888048,AR
5,60%,1.6876988792193703,1.814511364555866,0.12681248533649558,AR
5,80%,2.5698889887193777,2.8447990120616224,0.2749100233422448,AR
